feature	Sample_1S3	Sample_1S6	Sample_1S9	Sample_1S12	Sample_1S15	Sample_1S18	Sample_1S21	Sample_1S24	Sample_4S2	Sample_4S5	Sample_4S8	Sample_4S11	Sample_4S14	Sample_4S17	Sample_4S20	Sample_4S23	Sample_N1	Sample_N7	Sample_N13	Sample_N19	Sample_N25	Sample_N31	Sample_N37	Sample_N43	Sample_2S1	Sample_2S4	Sample_2S7	Sample_2S10	Sample_2S13	Sample_2S16	Sample_2S19	Sample_2S22	Sample_4S3	Sample_4S6	Sample_4S9	Sample_4S12	Sample_4S15	Sample_4S18	Sample_4S21	Sample_4S24	Sample_N2	Sample_N8	Sample_N14	Sample_N20	Sample_N26	Sample_N32	Sample_N38	Sample_N44	Sample_2S2	Sample_2S5	Sample_2S8	Sample_2S11	Sample_2S14	Sample_2S17	Sample_2S20	Sample_2S23	Sample_N3	Sample_N9	Sample_N15	Sample_N21	Sample_N27	Sample_N33	Sample_N39	Sample_N45	Sample_PC1	Sample_PC7	Sample_PC13	Sample_PC18	Sample_PC21	Sample_PC27	Sample_PC31	Sample_PC36	Sample_2S3	Sample_2S6	Sample_2S9	Sample_2S12	Sample_2S15	Sample_2S18	Sample_2S21	Sample_2S24	Sample_N4	Sample_N10	Sample_N16	Sample_N22	Sample_N28	Sample_N34	Sample_N40	Sample_N46	Sample_Pan01	Sample_PC2	Sample_PC8	Sample_PC14	Sample_PC19	Sample_PC22	Sample_PC28	Sample_PC32	Sample_3S1	Sample_3S4	Sample_3S7	Sample_3S10	Sample_3S13	Sample_3S16	Sample_3S19	Sample_3S22	Sample_N5	Sample_N11	Sample_N17	Sample_N23	Sample_N29	Sample_N35	Sample_N41	Sample_N47	Sample_Pan02	Sample_PC3	Sample_PC9	Sample_PC15	Sample_PC20	Sample_PC23	Sample_PC29	Sample_PC33	Sample_2S25	Sample_3S2	Sample_3S5	Sample_3S8	Sample_3S11	Sample_3S14	Sample_3S17	Sample_3S20	Sample_3S23	Sample_N6	Sample_N12	Sample_N18	Sample_N24	Sample_N30	Sample_N36	Sample_N42	Sample_N48	Sample_Pan03	Sample_PC4	Sample_PC10	Sample_PC16	Sample_PC24	Sample_PC30	Sample_PC34	Sample_1S1	Sample_1S4	Sample_1S7	Sample_1S10	Sample_1S13	Sample_1S16	Sample_1S19	Sample_1S22	Sample_3S3	Sample_3S6	Sample_3S9	Sample_3S12	Sample_3S15	Sample_3S18	Sample_3S21	Sample_3S24	Sample_3S25	Sample_N50	Sample_Pan04	Sample_PC5	Sample_PC11	Sample_PC17	Sample_PC25	Sample_PC35	Sample_1S2	Sample_1S5	Sample_1S8	Sample_1S11	Sample_1S14	Sample_1S17	Sample_1S20	Sample_1S23	Sample_1S25	Sample_4S1	Sample_4S4	Sample_4S7	Sample_4S10	Sample_4S13	Sample_4S16	Sample_4S19	Sample_4S22	Sample_4S25	Sample_N49	Sample_Pan05	Sample_Pan06	Sample_PC6	Sample_PC12	Sample_PC26
hsa-miR-3921|miRNA|hsa-miR-3921|hsa-miR-3921|hsa-miR-3921|0|23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3922-3p|miRNA|hsa-miR-3922-3p|hsa-miR-3922-3p|hsa-miR-3922-3p|0|22	0	0	1	1	0	0	0	0	0	0	16	0	0	0	0	3	2	0	3	0	0	0	2	0	0	0	1	1	1	0	2	0	0	1	0	4	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	4	0	0	0	0	0	0	1	0	2	0	1	1	0	0	0	0	1	0	0	0	0	1	2	0	3	0	0	0	1	0	1	0	1	1	0	0	0	1	9	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	1	11	0	0	0	1	0	0	1	0	0	0	0	0	0	4	0	1	0	1	2	3	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	2	0	2	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0
hsa-miR-3922-5p|miRNA|hsa-miR-3922-5p|hsa-miR-3922-5p|hsa-miR-3922-5p|0|23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3923|miRNA|hsa-miR-3923|hsa-miR-3923|hsa-miR-3923|0|22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3924|miRNA|hsa-miR-3924|hsa-miR-3924|hsa-miR-3924|0|22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3925-3p|miRNA|hsa-miR-3925-3p|hsa-miR-3925-3p|hsa-miR-3925-3p|0|21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3925-5p|miRNA|hsa-miR-3925-5p|hsa-miR-3925-5p|hsa-miR-3925-5p|0|22	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-3926|miRNA|hsa-miR-3926|hsa-miR-3926|hsa-miR-3926|0|21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3928-3p|miRNA|hsa-miR-3928-3p|hsa-miR-3928-3p|hsa-miR-3928-3p|0|22	0	0	0	3	0	1	2	1	1	1	17	1	0	2	0	0	0	2	2	2	0	1	1	0	0	0	5	2	0	0	5	0	1	1	3	7	0	2	0	2	2	1	0	2	0	0	0	0	2	1	1	4	0	2	0	0	1	1	2	1	1	0	0	0	1	2	4	0	1	2	0	0	4	1	1	1	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	2	1	1	0	0	3	5	0	4	1	1	0	0	1	1	2	2	0	0	1	0	0	3	0	2	2	1	0	2	0	1	1	0	1	1	0	0	0	2	0	3	1	2	1	2	0	1	0	1	2	0	1	1	0	1	0	0	0	4	0	0	3	3	0	2	0	3	5	1	1	1	0	0	0	7	2	1	1	0	1	0	2	3	0	0	2	1	0	2	1	0	2	1	1	0	0	0	0	4	1	1
hsa-miR-3928-5p|miRNA|hsa-miR-3928-5p|hsa-miR-3928-5p|hsa-miR-3928-5p|0|23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3929|miRNA|hsa-miR-3929|hsa-miR-3929|hsa-miR-3929|0|23	2	0	0	1	1	0	0	0	5	7	2	1	0	4	0	6	11	2	2	7	1	1	1	1	0	2	9	2	1	0	6	1	7	3	2	16	1	1	1	1	6	0	2	2	0	4	0	2	3	0	1	4	3	1	2	2	5	7	3	1	2	1	1	2	1	3	0	4	0	0	0	1	7	1	5	1	1	0	0	0	2	4	0	4	1	6	5	3	0	0	0	0	9	0	0	0	22	9	0	13	0	0	0	1	12	2	1	0	2	2	2	1	0	1	1	0	0	0	0	3	6	1	8	2	6	0	1	2	0	1	1	5	1	1	1	1	0	0	1	3	2	4	0	0	0	5	1	0	0	0	0	8	16	1	0	45	1	1	1	0	0	1	0	0	1	0	0	1	3	2	3	2	2	4	5	11	6	1	2	1	5	2	10	1	0	0	0	1	0	2	3	1
hsa-miR-3934-3p|miRNA|hsa-miR-3934-3p|hsa-miR-3934-3p|hsa-miR-3934-3p|0|22	2	0	2	2	1	1	1	0	3	0	0	1	0	1	0	0	1	0	3	3	0	0	0	1	2	0	2	3	2	0	1	0	1	1	0	1	0	1	2	0	3	0	0	1	0	0	0	0	0	4	0	0	1	0	1	1	6	3	1	0	0	1	0	0	1	1	2	0	0	0	0	0	0	1	0	5	2	0	1	2	0	2	2	2	0	0	0	0	0	0	0	0	4	1	1	2	2	2	1	4	1	0	0	0	3	5	0	0	2	1	3	0	0	3	0	1	2	0	0	0	1	1	3	2	1	1	1	0	1	3	0	0	0	1	0	2	0	2	1	0	3	0	0	4	2	1	0	0	1	2	0	0	1	0	1	1	0	0	2	0	0	1	0	0	0	5	2	0	0	0	0	3	1	1	0	0	1	0	3	1	2	2	0	0	0	1	2	0	0	1	5	1
hsa-miR-3934-5p|miRNA|hsa-miR-3934-5p|hsa-miR-3934-5p|hsa-miR-3934-5p|0|22	0	0	2	2	0	5	1	0	1	1	10	0	1	0	1	4	1	0	2	2	1	0	0	0	1	1	0	1	0	2	3	0	3	0	2	2	0	3	0	0	2	0	1	1	0	0	0	0	2	1	1	5	1	5	0	0	0	1	1	3	4	1	0	0	0	1	1	1	1	0	1	0	1	0	0	0	1	0	1	1	0	2	4	1	0	1	0	1	0	0	1	0	2	0	1	1	2	1	1	2	1	0	2	0	2	1	0	1	0	0	2	0	0	2	0	0	0	4	0	0	0	1	0	5	2	2	0	0	0	1	1	1	1	1	0	1	1	0	0	0	5	0	0	0	0	2	1	0	1	2	1	0	1	0	0	2	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	2	0	2	0	1	1	2	0	0	0	1	3	0	0	1	0	0	1	0	0	0
hsa-miR-3936|miRNA|hsa-miR-3936|hsa-miR-3936|hsa-miR-3936|0|22	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3937|miRNA|hsa-miR-3937|hsa-miR-3937|hsa-miR-3937|0|23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-3938|miRNA|hsa-miR-3938|hsa-miR-3938|hsa-miR-3938|0|22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-3939|miRNA|hsa-miR-3939|hsa-miR-3939|hsa-miR-3939|0|22	1	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-3940-3p|miRNA|hsa-miR-3940-3p|hsa-miR-3940-3p|hsa-miR-3940-3p|0|22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3940-5p|miRNA|hsa-miR-3940-5p|hsa-miR-3940-5p|hsa-miR-3940-5p|0|20	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-3942-5p|miRNA|hsa-miR-3942-5p|hsa-miR-3942-5p|hsa-miR-3942-5p|0|22	0	0	0	0	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-3943|miRNA|hsa-miR-3943|hsa-miR-3943|hsa-miR-3943|0|23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3944-3p|miRNA|hsa-miR-3944-3p|hsa-miR-3944-3p|hsa-miR-3944-3p|0|23	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-3944-5p|miRNA|hsa-miR-3944-5p|hsa-miR-3944-5p|hsa-miR-3944-5p|0|21	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3945|miRNA|hsa-miR-3945|hsa-miR-3945|hsa-miR-3945|0|23	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3960|miRNA|hsa-miR-3960|hsa-miR-3960|hsa-miR-3960|0|20	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	3	0	0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	3	0	0	2	0	0	1	1	0	0	0	0	2	1	0	1	0	2	1	0	2	0	1	1	0	0	2	0	1	0	3	1	1	1	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-3972|miRNA|hsa-miR-3972|hsa-miR-3972|hsa-miR-3972|0|22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3974|miRNA|hsa-miR-3974|hsa-miR-3974|hsa-miR-3974|0|23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3975|miRNA|hsa-miR-3975|hsa-miR-3975|hsa-miR-3975|0|22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
